idx;date;rubro;subrubro;detalle;Total Entidades Establecimientos de crédito sin IOE'S;Total Sector Privado;Total Sector Privado Nacional;Total Sector Privado Extranjero;Total Sector Público;Total Sector Cooperativas;Total Bancos ;Bancos Privados;Bancos Privados Nacionales ;Bancos Privados Extranjeros;Bancos Públicos ;Bancos Nacionales;Total CFIs;CFIs Privadas;CFIs Privadas Nacionales;CFIs Privadas Extranjeras;Total CFs ;Total CFs Nacionales (Tradicionales+Leasing);Total CFs Extranjeras (Tradicionales+Leasing);Total CFs Tradicionales;CFs Privadas;CFs Privadas Nacionales;CFs Privadas Extranjeras;Total Cooperativas;BANCO DE BOGOTA;BANCO POPULAR;ITAÚ CORPBANCA COLOMBIA S.A.;BANCOLOMBIA;CITIBANK-COLOMBIA;GNB SUDAMERIS;BBVA COLOMBIA;OCCIDENTE;BANCO CAJA SOCIAL;DAVIVIENDA;SCOTIABANK COLPATRIA S.A;BANAGRARIO;BANCO AV VILLAS;BANCO CREDIFINANCIERA ;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FINANDINA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;COOPCENTRAL;BANCO SANTANDER DE NEGOCIOS COLOMBIA;BANCO MUNDO MUJER S.A.;MIBANCO S.A.;BANCO SERFINANZA S.A.;BANCO J.P: MORGAN COLOMBIA S.A.;LULO BANK S.A.;BANCO PTG PACTUAL;CORFICOLOMBIANA;B INV BANCOLOMBIA;BNP PARIBAS COLOMBIA;CORPORACIÓN FINANCIERA GNB SUDAMERIS S.A;CORPORACIÓN FINANCIERA DAVIVIENDA;GIROS Y FINANZAS;COMPAÑÍA DE FINANCIAMIENTO TUYA;GM FINANCIAL COLOMBIA S.A.;COLTEFINANCIERA;DANN REGIONAL;CREDIFAMILIA;CREZCAMOS S.A.;LA HIPOTECARIA;FINANCIERA JURISCOOP S.A.;RCI COLOMBIA S.A.;BANCAR TECNOLOGIA CO S.A.;COOP FINAN DE ANTIOQUIA;JFK COOPERATIVA FINANCIERA;COOP FINAN COOFINEP;COOP FINAN COTRAFA;COOP FINAN CONFIAR;BANCO BTG PACTUAL;BANCO UNION;IRIS CF;SANTANDER CONSUMER S.A. C.F.C;Total CFIs privadas;BANCIEN S.A;RAPPIPAY COMPAÑÍA DE FINANCIAMIENTO;MERCADO PAGO;BOLD COMPAÑÍA DE FINANCIAMIENTO;BANCO CONTACTAR;CREDICORP CAPITAL CORPORACIÓN FINANCIERA ;NU COLOMBIA C.F.;KOA C.F
1546;2023-12-31 00:00:00;INDICADORES DE CARTERA Y LEASING;CARTERA C, D Y E /  CARTERA BRUTA;0;0.067350735;0.065965682;0.068963452;0.056921333;0.107596349;0.081742163;0.066706167;0.065367262;0.068622908;0.055263414;0.107596349;0.070240227;0;0;0;0;0.092635229;0.091124683;0.094256194;0.092635229;0.092635229;0.091124683;0.094256194;0.081742163;0.069288138;0.049489062;0.07781594;0.064029089;0.002532056;0.031546287;0.051500775;0.063518756;0.059004639;0.087310493;0.063502986;0.107596349;0.038516187;0;0.087194441;0.065560062;0.063622354;0.069467375;0.09410997;0.063347449;0.039858702;0.041957243;0.075948452;0.047161991;0.115196937;0;0.108491737;0;0;0;0;0;0;0;0.162706562;0.068576011;0.023191791;0;0.031403809;0.100310666;0.056134019;0.028185264;0.112269551;0;0.091814778;0.073712575;0.164444687;0.085577992;0.067324084;0;0.083650531;0.057575865;0.158069139;0;0.041305009;0;0;0;0;0;0;0
1547;2023-12-31 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO DE CARTERA;0;1.233104789;1.24099849;1.25561505;1.189462969;1.012821939;1.590571466;1.238448823;1.250983821;1.253755119;1.240455798;1.012821939;1.237955171;0;0;0;0;1.001562319;1.329533702;0.701768398;1.001562319;1.001562319;1.329533702;0.701768398;1.590571466;1.247834258;1.47910212;1.343995354;1.50833696;0;3.437480885;1.3114895;1.277842181;1.169904692;0.971482504;1.104079717;1.012821939;1.076594834;0;0.817043683;1.204050007;0.92914147;1.288785101;0.845843417;1.040593407;1.520878491;0.647663542;1.258339635;1.402010906;1.130790517;0;0.806407537;0;0;0;0;0;0;0;1.323689049;0.564489022;2.790250128;0;1.076523944;0.969121936;0.666336099;1.445830404;0.730139716;0;1.969193685;2.121791899;0.715098973;0.992729843;1.37617865;0;1.544758343;0.684957427;1.074800361;0;1.529025822;0;0;0;0;0;0;0
1548;2023-12-31 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO DE CARTERA POR CALIFICACION;0;0.650431562;0.648860757;0.652306069;0.636351224;0.610510408;1.050982904;0.646291986;0.648000256;0.648987185;0.644238494;0.610510408;0.646800114;0;0;0;0;0.675708223;0.80696781;0.527202098;0.675708223;0.675708223;0.80696781;0.527202098;1.050982904;0.576349075;0.892514211;0.537733063;0.835206569;3.943626815;0.843112182;0.679024543;0.544694327;0.72329898;0.490903482;0.612667425;0.610510408;0.69716869;0;0.406890298;0.474251869;0.576433907;0.87807209;0.649729095;0.630264993;0.546909231;0.555496844;0.729370242;1.007697898;0.524409873;0;0.734473603;0;0;0;0;0;0;0;0.905150348;0.377084912;0.525778058;0;0.574765762;0.596207334;0.435871874;0.940737731;0.587605072;0;1.288996542;1.614871284;0.469548205;0.700145202;0.616316323;0;0.8080285;0.333677522;1.071925737;0;1.073547666;0;0;0;0;0;0;0
1549;2023-12-31 00:00:00;INDICADORES DE CARTERA Y LEASING;COBERTURA DE CARTERA C, D Y E;0;0.606529468;0.612754828;0.619974659;0.58636419;0.478629944;0.661523305;0.606113709;0.612984754;0.617498006;0.595591906;0.478629944;0.608670441;0;0;0;0;0.60552853;0.741346794;0.464624377;0.60552853;0.60552853;0.741346794;0.464624377;0.661523305;0.545098109;0.659359007;0.481435613;0.727862533;0.549999487;0.397274664;0.654202317;0.568645076;0.498795619;0.560013612;0.609730374;0.478629944;0.539865415;0;0.448090557;0.701837192;0.478655045;0.618804876;0.696053222;0.635789255;0.532051869;0.359480734;0.71995208;0.544758784;0.461372496;0;0.654999579;0;0;0;0;0;0;0;0.836920833;0.359217686;0.27038814;0;0.293342828;0.532849554;0.272779835;0.422262366;0.505015207;0;0.61627096;0.777137311;0.607804655;0.664339647;0.540266472;0;0.610105984;0.332484619;0.577904246;0;0.662953394;0;0;0;0;0;0;0
1550;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1551;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;0;341707477.5;331946277.9;259111345.1;72834932.82;9239620.3;521579.26;338202108.9;328962488.6;257708940.4;71253548.2;9239620.3;266948560.7;3532.42;0;0;3532.42;2980256.94;1402404.74;1577852.2;2980256.94;2980256.94;1402404.74;1577852.2;521579.26;52285995.19;5417687.08;11987362.43;117136461;4232849.29;7506063.1;30499494.33;30736810.2;2250973.64;42852295.35;12137018.94;9239620.3;3113224.6;0;141339.98;189097.49;889932.08;311916.17;205.11;570048.75;763378.49;3729660.26;391628.98;442464.09;719931.2;29135;0;0;0;0;3532.42;0;0;0;0;851820.5;1064208.88;0;959.97;93095.36;0;76242.77;632936.34;0;145632.6;80224.03;52001.15;32668.37;211053.11;561710.99;11540.81;260993.12;0;3532.42;54264;0;0;0;0;0;0;0
1552;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;COMERCIAL A;312286544;303898784.2;235878922.1;68019862.11;7959761.34;427998.49;309207288;301247526.7;234667112.4;66580414.31;7959761.34;242626873.7;3532.42;0;0;3532.42;2647725.1;1211809.72;1435915.38;2647725.1;2647725.1;1211809.72;1435915.38;427998.49;47166352.88;4982712.97;10499584.78;109261705;4221832.35;7203251.89;28934415.77;27992779.16;2032613.05;36872048.2;11018739.42;7959761.34;2915854.05;0;121703.27;151320.93;765945.75;292192.75;149.41;493870.71;714792.57;3617723.99;360508.97;410236.43;586726.7;29135;0;0;0;0;3532.42;0;0;0;0;794651.25;966955.28;0;959.97;79282.83;0;44747.53;561981.3;0;131352.18;65706.79;30072.98;20702.84;180163.7;561710.99;8550.95;199146.94;0;3532.42;31068.75;0;0;0;0;0;0;0
1553;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;COMERCIAL B, C. D Y E;29420933.45;28047493.72;23232423.01;4815070.71;1279858.96;93580.77;28994820.84;27714961.88;23041827.99;4673133.89;1279858.96;24321686.95;0;0;0;0;332531.84;190595.02;141936.82;332531.84;332531.84;190595.02;141936.82;93580.77;5119642.31;434974.11;1487777.65;7874756.02;11016.94;302811.21;1565078.56;2744031.04;218360.59;5980247.15;1118279.52;1279858.96;197370.55;0;19636.71;37776.56;123986.33;19723.42;55.7;76178.04;48585.92;111936.27;31120.01;32227.66;133204.5;0;0;0;0;0;0;0;0;0;0;57169.25;97253.6;0;0;13812.53;0;31495.24;70955.04;0;14280.42;14517.24;21928.17;11965.53;30889.41;0;2989.86;61846.18;0;0;23195.25;0;0;0;0;0;0;0
1554;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% COMERCIAL;0;0.507244359;0.511828566;0.531947499;0.451129241;0.444862165;0.120312348;0.516280481;0.518618997;0.537198415;0.460958047;0.444862165;0.533366648;1;0;0;1;0.209266311;0.190238922;0.229684569;0.209266311;0.209266311;0.190238922;0.229684569;0.120312348;0.649119659;0.253387668;0.624508977;0.660427985;1;0.57130104;0.413441937;0.676882148;0.142548886;0.4156827;0.396910446;0.444862165;0.222348028;0;0.077712027;0.109648664;0.20480504;0.084192658;3.64227E-05;0.301627779;0.893520732;0.671980781;0.147418784;0.248547603;0.300552863;1;0;0;0;0;1;0;0;0;0;0.372491569;0.737702361;0;0.00137079;0.232490443;0;0.06169716;0.165909616;0;0.324241299;0.052644416;0.213222898;0.032974986;0.187171393;1;0.01506331;0.40210854;0;1;0.029351584;0;0;0;0;0;0;0
1555;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD COMERCIAL;0;0.086099765;0.084494075;0.089661929;0.066109359;0.138518567;0.17941812;0.08573223;0.084249612;0.089410278;0.065584578;0.138518567;0.091110013;0;0;0;0;0.111578245;0.135905858;0.089955713;0.111578245;0.111578245;0.135905858;0.089955713;0.17941812;0.09791613;0.080287788;0.124112177;0.067227198;0.002602724;0.040342215;0.051314902;0.089275075;0.097007173;0.139554885;0.092137907;0.138518567;0.063397466;0;0.138932452;0.199772932;0.139321115;0.06323308;0.271561601;0.133634255;0.063645912;0.030012457;0.079462991;0.072836781;0.18502393;0;0;0;0;0;0;0;0;0;0;0.067114198;0.091385819;0;0;0.148369693;0;0.413091497;0.112104544;0;0.098057852;0.180958748;0.421686251;0.366272636;0.146358469;0;0.259068471;0.23696479;0;0;0.427451902;0;0;0;0;0;0;0
1556;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO COMERCIAL;0;0.561958586;0.553029654;0.563191081;0.504001388;0.745077504;0.733658101;0.563379677;0.554988989;0.565367963;0.503813367;0.745077504;0.574824662;0;0;0;0;0.389598482;0.300018752;0.509887568;0.389598482;0.389598482;0.300018752;0.509887568;0.733658101;0.516011278;0.638534969;0.417772925;0.760927606;3.505845543;0.69309333;0.494194598;0.475456258;0.781181165;0.384136739;0.566811176;0.745077504;0.519383312;0;0.610670525;0.648945007;0.452162267;1.060099111;0.158348294;0.294220093;0.475541885;0.428359369;0.734382476;0.977087074;0.26832119;0;0;0;0;0;0;0;0;0;0;0.465661523;0.343177116;0;0;0.622075753;0;0.28682366;0.523681757;0;1.276708948;1.981220948;0.313125081;0.402041531;0.323269043;0;0.349273879;0.238655484;0;0;0.549781529;0;0;0;0;0;0;0
1557;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA COMERCIAL C,D,E;0;0.573570222;0.567449888;0.583033651;0.4877433;0.691321736;0.502712466;0.575087133;0.568807892;0.584156894;0.488894094;0.691321736;0.590640573;0;0;0;0;0.381198683;0.327108331;0.436372969;0.381198683;0.381198683;0.327108331;0.436372969;0.502712466;0.540236538;0.621600546;0.436591668;0.677752757;0.549999487;0.485297126;0.429800275;0.5076076;0.7602025;0.50808884;0.670549268;0.691321736;0.506427194;0;0.470909244;0.679982128;0.446936338;0.579090355;0;0.377351404;0.406754967;0.128485306;0.497114073;0.551189035;0.246492433;0;0;0;0;0;0;0;0;0;0;0.346602547;0.202859009;0;0;0.482924062;0;0.394319853;0.496222531;0;0.42639407;0.844683675;0.490894095;0.417723391;0.457460612;0;0.51769165;0.437725012;0;0;0.610747992;0;0;0;0;0;0;0
1558;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;0;208832584;204188119.2;141397563.7;62790555.49;1774254.84;2870209.95;196004589.2;194230334.3;136128571.5;58101762.85;1774254.84;137902826.3;0;0;0;0;9957784.82;5268992.18;4688792.64;9957784.82;9957784.82;5268992.18;4688792.64;2870209.95;19214645.31;14811224.05;3754807.01;38075118.98;0;5588133.69;28577807.79;12117507.93;4639070.18;28763012.34;11630864.89;1774254.84;8475920.12;0;3872.08;125917.44;1912953.91;3391862.05;5631168.91;1319859.24;86144.1;1599121.32;263569.79;2413.53;1675425.12;0;247470.09;0;0;0;0;0;0;0;3344084.61;1434997.7;374983.93;0;2339.99;20041.55;36146.9;1159515.4;3182010.34;0;146272.68;1345249.66;152779.51;811778.81;414129.29;0;615717.1;388068.25;15596.15;0;1706727.37;0;0;0;0;0;0;0
1559;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO A;183379001.2;179227597.2;123141946.3;56085650.84;1620592.69;2530811.35;172333295.5;170712702.8;118637220;52075482.86;1620592.69;120257812.7;0;0;0;0;8514894.32;4504726.34;4010167.98;8514894.32;8514894.32;4504726.34;4010167.98;2530811.35;17077554.5;13937026.03;3300324.72;32428402.35;0;5348292.65;25662222.61;10793718.18;4311109.01;23084958.29;10277283.07;1620592.69;8032792.84;0;3565.57;111726.46;1681002.99;3028368.37;4885421.73;1180757.8;70371.1;1421180.28;243759.51;2221.13;1419415.38;0;209188.51;0;0;0;0;0;0;0;2645055.58;1250256.9;367412.14;0;1765.72;17018.95;29359.31;1121532.2;2701970.97;0;125183.8;1188457.41;117505.17;727182.38;372482.59;0;546260.71;368960.7;11561.85;0;1655779.05;0;0;0;0;0;0;0
1560;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO B, C, D Y E;25453582.75;24960522;18255617.35;6704904.65;153662.15;339398.6;23671293.65;23517631.5;17491351.51;6026279.99;153662.15;17645013.66;0;0;0;0;1442890.5;764265.84;678624.66;1442890.5;1442890.5;764265.84;678624.66;339398.6;2137090.81;874198.02;454482.29;5646716.63;0;239841.04;2915585.18;1323789.75;327961.17;5678054.05;1353581.82;153662.15;443127.28;0;306.51;14190.98;231950.92;363493.68;745747.18;139101.44;15773;177941.04;19810.28;192.4;256009.74;0;38281.58;0;0;0;0;0;0;0;699029.03;184740.8;7571.79;0;574.27;3022.6;6787.59;37983.2;480039.37;0;21088.88;156792.25;35274.34;84596.43;41646.7;0;69456.39;19107.55;4034.3;0;50948.32;0;0;0;0;0;0;0
1561;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% CONSUMO;0;0.309999509;0.31483803;0.290284782;0.388915792;0.085425464;0.662069461;0.299209676;0.30620981;0.283762188;0.375875669;0.085425464;0.275531616;0;0;0;0;0.699211155;0.714749007;0.682537514;0.699211155;0.699211155;0.714749007;0.682537514;0.662069461;0.23854579;0.69272763;0.195615232;0.214671622;0;0.425323708;0.387392135;0.266850228;0.293781444;0.27901158;0.38035796;0.085425464;0.605354372;0;0.00212896;0.07301355;0.440238769;0.915534072;0.999963577;0.698372221;0.100830113;0.288117072;0.099214154;0.001355764;0.699447137;0;1;0;0;0;0;0;0;0;1;0.627508431;0.259936311;0;0.003341391;0.050050495;0.102730738;0.93830284;0.834090384;0;0.325666394;0.882776422;0.626449412;0.819397933;0.367268486;0;0.803647023;0.59789146;1;0;0.923174701;0;0;0;0;0;0;0
1562;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD CONSUMO;0;0.121885111;0.122242773;0.129108429;0.106782057;0.086606584;0.118248702;0.120769079;0.121081146;0.128491406;0.1037194;0.086606584;0.127952516;0;0;0;0;0.144900751;0.14504972;0.144733349;0.144900751;0.144900751;0.14504972;0.144733349;0.118248702;0.111221976;0.059022672;0.12104012;0.148304635;0;0.042919703;0.102022702;0.10924604;0.070695453;0.197408185;0.116378432;0.086606584;0.052280729;0;0.079159005;0.112700671;0.121252749;0.10716641;0.132432039;0.105391117;0.183100177;0.111274259;0.075161421;0.079717261;0.152802854;0;0.154691745;0;0;0;0;0;0;0;0.209034493;0.12873944;0.020192305;0;0.245415579;0.150816678;0.187777928;0.032757823;0.150860405;0;0.144175112;0.116552529;0.230883971;0.104211183;0.100564488;0;0.112805686;0.049237602;0.258672813;0;0.029851469;0;0;0;0;0;0;0
1563;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO CONSUMO;0;0.789999029;0.783106203;0.793093748;0.755912856;1.177194254;1.121618799;0.787603383;0.78505783;0.786385749;0.78120353;1.177194254;0.789789117;0;0;0;0;0.751296685;0.946616206;0.531328201;0.751296685;0.751296685;0.946616206;0.531328201;1.121618799;0.689644026;1.030855709;0.830048669;0.9298083;0;1.032801934;0.842225467;0.687293416;0.95228487;0.654358116;0.688668536;1.177194254;0.810001203;0;0.961730449;0.676502962;0.625528711;0.868167254;0.649765796;0.814297897;0.772438344;0.546361705;0.891175693;1.205769231;0.657655408;0;0.734473603;0;0;0;0;0;0;0;0.905150334;0.349674246;2.866644479;0;0.79150922;0.886190697;0.69576978;1.482955886;0.597053654;0;1.364799838;1.492963204;0.57109077;0.732729502;0.856671477;0;0.885107475;0.641238149;0.486542895;0;1.460952196;0;0;0;0;0;0;0
1564;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA CONSUMO C,D,E;0;0.734830024;0.732329494;0.743368388;0.702043869;0.936808701;0.834001055;0.736089054;0.734753863;0.736822674;0.728678441;0.936808701;0.738590223;0;0;0;0;0.692721801;0.897145895;0.472354733;0.692721801;0.692721801;0.897145895;0.472354733;0.834001055;0.597536967;0.702125963;0.704737638;0.863848964;0;0.270031734;0.811588525;0.70493918;0.668679392;0.705267146;0.65438504;0.936808701;0.591272312;0;0.739653654;0.94441867;0.551390213;0.620074518;0.696053222;0.720744857;0.801743065;0.498499919;0.781431863;1.265188378;0.56555107;0;0.654999579;0;0;0;0;0;0;0;0.932160441;0.366184979;0.719921913;0;0.664406409;0.562494664;0.489097615;0.455591035;0.505702425;0;1.340523239;0.935050888;0.678962766;0.704186318;0.676302869;0;0.685137721;0.210186765;0.577904246;0;0.577095627;0;0;0;0;0;0;0
1565;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;0;104555724.7;103621400.9;78302223.53;25319177.39;370029.62;564294.15;102972141.6;102602112;77601812.82;25000299.15;370029.62;77971842.44;0;0;0;0;1019288.95;700410.71;318878.24;1019288.95;1019288.95;700410.71;318878.24;564294.15;8795879.06;1151169.04;3452690.65;21619826.27;0;44345.9;14692412.45;2555078.87;7839573.43;31472947.31;6810850.15;370029.62;2411997.81;0;26396.58;0;1542378.55;1012.41;0;0;0;0;0;46657.75;0;0;0;0;0;0;0;0;0;0;0;0;3406.45;0;697004.26;3164.53;315713.71;0;0;0;9930.28;29.79;35655.16;109957.33;408721.59;0;138895.74;0;0;0;0;0;0;0;0;0;0;0
1566;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA A;98068954.46;97173830.53;73356872.62;23816957.91;357199.5;537924.43;96579447.9;96222248.4;72699539.84;23522708.56;357199.5;73056739.34;0;0;0;0;951582.13;657332.78;294249.35;951582.13;951582.13;657332.78;294249.35;537924.43;8365093.23;1101977.55;3308764.51;20536170.17;0;42971.27;13758376.72;2407432.2;7214616.32;29105545.56;6412596.06;357199.5;2288767.86;0;26093.69;0;1479776.68;1012.41;0;0;0;0;0;44049.35;0;0;0;0;0;0;0;0;0;0;0;0;3406.45;0;653926.33;3164.53;291084.82;0;0;0;9885.6;29.79;32895.04;108219.47;386894.53;0;129004.82;0;0;0;0;0;0;0;0;0;0;0
1567;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA B, C, D Y E;6486770.23;6447570.39;4945350.91;1502219.48;12830.12;26369.72;6392693.69;6379863.57;4902272.98;1477590.59;12830.12;4915103.1;0;0;0;0;67706.82;43077.93;24628.89;67706.82;67706.82;43077.93;24628.89;26369.72;430785.83;49191.49;143926.14;1083656.1;0;1374.63;934035.73;147646.67;624957.11;2367401.75;398254.09;12830.12;123229.95;0;302.89;0;62601.87;0;0;0;0;0;0;2608.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43077.93;0;24628.89;0;0;0;44.68;0;2760.12;1737.86;21827.06;0;9890.92;0;0;0;0;0;0;0;0;0;0;0
1568;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% VIVIENDA;0;0.155206734;0.159774025;0.160752019;0.156823393;0.017815903;0.130165364;0.15719153;0.161755234;0.161762222;0.161733547;0.017815903;0.155788741;0;0;0;0;0.071571963;0.095012071;0.046418423;0.071571963;0.071571963;0.095012071;0.046418423;0.130165364;0.109198993;0.053840695;0.179875791;0.121894909;0;0.003375253;0.199165908;0.056267624;0.496461814;0.305298925;0.222731594;0.017815903;0.172266067;0;0.014513457;0;0.354956191;0.000273271;0;0;0;0;0;0.026209295;0;0;0;0;0;0;0;0;0;0;0;0;0.002361328;0;0.995287819;0.007902896;0.897269262;0;0;0;0.022109108;1.95487E-05;0.146198623;0.110989358;0.362472695;0;0.181289667;0;0;0;0;0;0;0;0;0;0;0
1569;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD VIVIENDA;0;0.062041273;0.062222382;0.063157222;0.059331291;0.034673224;0.046730451;0.062081779;0.062180626;0.063172145;0.059102916;0.034673224;0.063036898;0;0;0;0;0.066425541;0.061503814;0.077236032;0.066425541;0.066425541;0.061503814;0.077236032;0.046730451;0.04897587;0.042731769;0.041685212;0.050123257;0;0.030997905;0.063572659;0.057785563;0.079718255;0.075220211;0.058473477;0.034673224;0.051090407;0;0.011474593;0;0.040587876;0;0;0;0;0;0;0.055904968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0618044;0;0.078010201;0;0;0;0.00449937;0;0.077411516;0.015804858;0.053403247;0;0.071211111;0;0;0;0;0;0;0;0;0;0;0
1570;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO VIVIENDA;0;0.533052846;0.53229924;0.542989472;0.497106681;0.79079541;0.591910343;0.533867245;0.533350554;0.543620213;0.499278416;0.79079541;0.544265425;0;0;0;0;0.433236268;0.471211128;0.366815151;0.433236268;0.433236268;0.471211128;0.366815151;0.591910343;0.550248484;0.679642759;0.670861596;0.880738659;0;0.79366084;0.479296311;0.552958763;0.590095343;0.368616717;0.483117951;0.79079541;0.576386017;0;1.788405032;0;0.640655623;0;0;0;0;0;0;0.497672903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.470420468;0;0.364244998;0;0;0;11.64570278;0;0.343811139;1.302935795;0.54401738;0;0.405433468;0;0;0;0;0;0;0;0;0;0;0
1571;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA VIVIENDA C,D,E;0;0.607583476;0.607482573;0.620957727;0.562940512;0.836766015;0.539023483;0.60866157;0.608220366;0.621056972;0.565417847;0.836766015;0.621597968;0;0;0;0;0.530384563;0.607788521;0.41141945;0.530384563;0.530384563;0.607788521;0.41141945;0.539023483;0.599483148;0.78678944;0.687149052;1.084589158;0;0.551040143;0.563394175;0.540418723;0.467139631;0.432611735;0.52349803;0.836766015;0.720815452;0;2.630620267;0;0.710068222;0;0;0;0;0;0;0.573470887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.607788521;0;0.409150985;0;0;0;64.65384615;0;0.473690769;1.256915913;0.474544365;0;0.7808296;0;0;0;0;0;0;0;0;0;0;0
1572;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;0;18558778.26;8793931.76;8288338.25;505593.51;9385720.16;379126.34;17895526.75;8509806.59;8288338.25;221468.34;9385720.16;17674058.41;0;0;0;0;284125.17;0;284125.17;284125.17;284125.17;0;284125.17;379126.34;252566.36;940.91;0;533065.89;0;0;1.51;0;1061271.8;700.46;0;9385720.16;441.52;0;1647157.2;1409561.39;0;0;0;0;4826.35;221466.83;2001375.71;1288663.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284125.17;0;0;0;0;147313.27;98381.42;3445.82;36297.05;93688.78;0;0;0;0;0;87767.45;0;0;0;0;0;0;0
1573;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO A;16015171.83;7664232.35;7219316.6;444915.75;8029386.74;321552.74;15446348.2;7416961.46;7219316.6;197644.86;8029386.74;15248703.34;0;0;0;0;247270.89;0;247270.89;247270.89;247270.89;0;247270.89;321552.74;216110.95;850.71;0;439705.33;0;0;0;0;968430.07;322.53;0;8029386.74;216.59;0;1386806.45;1187354.66;0;0;0;0;3870.94;197644.86;1774054.19;1179757.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247270.89;0;0;0;0;127702.82;81521.95;2113.87;29928.71;80285.39;0;0;0;0;0;61836.6;0;0;0;0;0;0;0
1574;2023-12-31 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO B, C, D Y E;2543606.43;1129699.41;1069021.65;60677.76;1356333.42;57573.6;2449178.55;1092845.13;1069021.65;23823.48;1356333.42;2425355.07;0;0;0;0;36854.28;0;36854.28;36854.28;36854.28;0;36854.28;57573.6;36455.41;90.2;0;93360.56;0;0;1.51;0;92841.73;377.93;0;1356333.42;224.93;0;260350.75;222206.73;0;0;0;0;955.41;23821.97;227321.52;108905.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36854.28;0;0;0;0;19610.45;16859.47;1331.95;6368.34;13403.39;0;0;0;0;0;25930.85;0;0;0;0;0;0;0
