idx;date;rubro;subrubro;detalle;Total Entidades Establecimientos de crédito sin IOE'S;Total Sector Privado;Total Sector Privado Nacional;Total Sector Privado Extranjero;Total Sector Público;Total Sector Cooperativas;Total Bancos ;Bancos Privados;Bancos Privados Nacionales ;Bancos Privados Extranjeros;Bancos Públicos ;Bancos Nacionales;Total CFIs;CFIs Privadas;CFIs Privadas Nacionales;CFIs Privadas Extranjeras;Total CFs ;Total CFs Nacionales (Tradicionales+Leasing);Total CFs Extranjeras (Tradicionales+Leasing);Total CFs Tradicionales;CFs Privadas;CFs Privadas Nacionales;CFs Privadas Extranjeras;Total Cooperativas;BANCO DE BOGOTA;BANCO POPULAR;ITAÚ CORPBANCA COLOMBIA S.A.;BANCOLOMBIA;CITIBANK-COLOMBIA;GNB SUDAMERIS;BBVA COLOMBIA;OCCIDENTE;BANCO CAJA SOCIAL;DAVIVIENDA;SCOTIABANK COLPATRIA S.A;BANAGRARIO;BANCO AV VILLAS;BANCO CREDIFINANCIERA ;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FINANDINA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;COOPCENTRAL;BANCO SANTANDER DE NEGOCIOS COLOMBIA;BANCO MUNDO MUJER S.A.;MIBANCO S.A.;BANCO SERFINANZA S.A.;BANCO J.P: MORGAN COLOMBIA S.A.;LULO BANK S.A.;BANCO PTG PACTUAL;CORFICOLOMBIANA;B INV BANCOLOMBIA;BNP PARIBAS COLOMBIA;CORPORACIÓN FINANCIERA GNB SUDAMERIS S.A;CORPORACIÓN FINANCIERA DAVIVIENDA;GIROS Y FINANZAS;COMPAÑÍA DE FINANCIAMIENTO TUYA;GM FINANCIAL COLOMBIA S.A.;COLTEFINANCIERA;DANN REGIONAL;CREDIFAMILIA;CREZCAMOS S.A.;LA HIPOTECARIA;FINANCIERA JURISCOOP S.A.;RCI COLOMBIA S.A.;BANCAR TECNOLOGIA CO S.A.;COOP FINAN DE ANTIOQUIA;JFK COOPERATIVA FINANCIERA;COOP FINAN COOFINEP;COOP FINAN COTRAFA;COOP FINAN CONFIAR;BANCO BTG PACTUAL;BANCO UNION;IRIS CF;SANTANDER CONSUMER S.A. C.F.C;Total CFIs privadas;BANCIEN S.A;RAPPIPAY COMPAÑÍA DE FINANCIAMIENTO;MERCADO PAGO;BOLD COMPAÑÍA DE FINANCIAMIENTO;BANCO CONTACTAR;CREDICORP CAPITAL CORPORACIÓN FINANCIERA ;NU COLOMBIA C.F.;KOA C.F
1093;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.920600948;0.921670896;0.919995874;0.926643387;0.883114963;0.915739148;0.921024604;0.922098257;0.920481464;0.927027354;0.883114963;0.919127014;0;0;0;0;0.903187599;0.890295856;0.917870179;0.903187599;0.903187599;0.890295856;0.917870179;0.915739148;0.913234637;0.952167409;0.896037901;0.929966691;0.997247032;0.956064957;0.929998297;0.92266448;0.934180945;0.896097019;0.923245887;0.883114963;0.955557805;0.930538857;0.911884173;0.895418771;0.914950293;0.916526308;0.894425963;0.872779246;0.930881443;0.977561486;0.927193294;0.955036653;0.875969685;0;0.950428648;0;0;0;0;0;0;0;0.861724193;0.931188917;0.906265062;0;0.961146081;0.859070966;0.919924454;0.960723846;0.914235327;0;0.916224284;0.914246181;0.850086464;0.93773594;0.915875684;1;0.917512704;0.880637346;0;0;0;0;0;0;0;0;0;0
1094;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Calidad;0.079399052;0.078329104;0.080004126;0.073356613;0.116885037;0.084260852;0.078975396;0.077901743;0.079518536;0.072972646;0.116885037;0.080872986;0;0;0;0;0.096812401;0.109704144;0.082129821;0.096812401;0.096812401;0.109704144;0.082129821;0.084260852;0.086765363;0.047832591;0.103962099;0.070033309;0.002752968;0.043935043;0.070001703;0.07733552;0.065819055;0.103902981;0.076754113;0.116885037;0.044442195;0.069461143;0.088115827;0.104581229;0.085049707;0.083473692;0.105574037;0.127220754;0.069118557;0.022438514;0.072806706;0.044963347;0.124030315;0;0.049571352;0;0;0;0;0;0;0;0.138275807;0.068811083;0.093734938;0;0.038853919;0.140929034;0.080075546;0.039276154;0.085764673;0;0.083775716;0.085753819;0.149913536;0.06226406;0.084124316;0;0.082487296;0.119362654;0;0;0;0;0;0;0;0;0;0
1095;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Cubrimiento;0.739140104;0.737943638;0.755151784;0.682230132;0.681404006;1.240465001;0.7336246;0.735843653;0.750734945;0.686372293;0.681404006;0.747102799;0;0;0;0;0.811026881;0.950965659;0.598138969;0.811026881;0.811026881;0.950965659;0.598138969;1.240465001;0.715643458;1.06562931;0.551823628;0.884475908;3.722711396;0.884312491;0.734675574;0.646904543;0.901486763;0.589394633;0.598453169;0.681404006;0.983608408;0.932970952;0.640828809;0.640104677;0.707340245;1.02472;0.766483404;0.871552078;0.638311855;0.979239139;0.87053463;1.002875793;0.626703981;0;0.961068058;0;0;0;0;0;0;0;1.051742939;0.554421463;0.380199017;0;0.915087955;0.534603495;0.455036007;1.270099049;0.644552358;0;1.719573739;1.950825322;0.389583059;1.000711679;0.650884378;0;0.962825549;0.555032716;0;0;0;0;0;0;0;0;0;0
1096;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;TOTAL COMERCIAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1097;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;306537252.4;299248645.7;230517177.5;68731468.18;6764446.67;524159.99;303555758.8;296791312.1;229641739.1;67149573.01;6764446.67;236406185.8;0;0;0;0;2457333.61;875438.44;1581895.17;2457333.61;2457333.61;875438.44;1581895.17;524159.99;43832273.17;6805197.73;11116177.12;105391327.3;4083156.76;5915717.3;27594044.45;25629381.05;2250270.34;39464066.78;13742180.2;6764446.67;2960724.4;41769.18;141000.11;144585.77;608559.62;275264.71;0;546315.13;799236.78;3780431.2;340917.11;366374.34;581036.18;0;0;0;0;0;0;0;0;0;0;927139.76;586341;0;2730.51;64584.95;0;70875.83;590170.46;0;131551.62;72283.02;47834.98;33963.79;238526.58;371550.85;9754.52;215491.1;0;0;0;0;0;0;0;0;0;0
1098;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;7881118.46;7626841.53;5309322.12;2317519.41;213952.61;40324.32;7708590.93;7494638.32;5233792.76;2260845.56;213952.61;5447745.37;0;0;0;0;132203.21;75529.36;56673.85;132203.21;132203.21;75529.36;56673.85;40324.32;744723.23;42329.82;651198.63;1480151.57;13.1;30280.92;903480.82;598503.3;32103.49;2142790.72;612393.54;213952.61;44163.53;8046.38;3427.4;10753.95;58427.72;10658.31;0;41761.86;15506.42;21716.69;4779.58;5060.4;30119.44;0;0;0;0;0;0;0;0;0;0;25212.79;40007.72;0;0;1608.43;0;8761.38;29852.63;0;5389.81;7911.71;7645.26;501.33;18876.21;0;2247.5;26760.26;0;0;0;0;0;0;0;0;0;0
1099;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;4816740.03;4601459.93;3291940.84;1309519.09;203064.24;12215.86;4746492.57;4543428.33;3246279.88;1297148.45;203064.24;3449344.12;0;0;0;0;58031.6;45660.96;12370.64;58031.6;58031.6;45660.96;12370.64;12215.86;859877.51;93014.02;536532.51;712906.26;123.35;136263.43;383257.36;672556.17;9574.81;777978.98;234420.28;203064.24;42529.83;845.99;1713.89;2728.21;12239.6;2387.7;0;6551.52;21108.01;0;1937.06;2183.47;31849.06;0;0;0;0;0;0;0;0;0;0;9300.77;35256.75;0;0;1125.04;0;3582.82;1944.83;0;1331.11;1287.54;4405.03;335.47;4856.71;0;849.31;6821.39;0;0;0;0;0;0;0;0;0;0
1100;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;6355765.03;6146397.48;5353625.65;792771.83;191549.87;17817.68;6290228.02;6098678.15;5328285.22;770392.93;191549.87;5519835.09;0;0;0;0;47719.33;25340.43;22378.9;47719.33;47719.33;25340.43;22378.9;17817.68;2036523.12;44294.56;286299.57;1412792.07;11135.38;96226.7;73682.74;472587.9;48285.32;1162670.37;260864.79;191549.87;20429.81;14839.97;2427.65;11501.65;35676.75;5144.09;0;24268.42;14671.63;17915.33;5836.69;3703.91;35644.72;0;0;0;0;0;0;0;0;0;0;8371.57;8772.58;0;0;5946.57;0;6513.59;8060.76;0;2567.52;1392.92;4079.36;766.69;9011.19;0;1255.01;10054.26;0;0;0;0;0;0;0;0;0;0
1101;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;E;8392243.36;7854372.56;6795609.59;1058762.97;533892.63;3978.17;8384947.71;7851055.08;6793278.06;1057777.02;533892.63;7327170.69;0;0;0;0;3317.48;2331.53;985.95;3317.48;3317.48;2331.53;985.95;3978.17;994896.53;174971.19;128230.87;3869679.65;0;38512.18;473494.66;575330.47;93665.81;1014082.5;384074.73;533892.63;46450.35;5739.94;230.71;7268.94;3403.9;0;0;29776.77;1257.51;3687.81;4085.71;654.89;1559.96;0;0;0;0;0;0;0;0;0;0;0;189.51;0;0;121.14;0;1388.84;864.81;0;1576.71;1071.86;229.23;231.61;868.76;0;0;753.18;0;0;0;0;0;0;0;0;0;0
1102;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto;333983119.3;325477717.2;251267675.7;74210041.48;7906906.02;598496.02;330686018;322779112;250243375;72535736.97;7906906.02;258150281;0;0;0;0;2698605.23;1024300.72;1674304.51;2698605.23;2698605.23;1024300.72;1674304.51;598496.02;48468293.56;7159807.32;12718438.7;112866856.9;4094428.59;6217000.53;29427960.03;27948358.89;2433899.77;44561589.35;15233933.54;7906906.02;3114297.92;71241.46;148799.76;176838.52;718307.59;293454.81;0;648673.7;851780.35;3823751.03;357556.15;377977.01;680209.36;0;0;0;0;0;0;0;0;0;0;970024.89;670567.56;0;2730.51;73386.13;0;91122.46;630893.49;0;142416.77;83947.05;64193.86;35798.89;272139.45;371550.85;14106.34;259880.19;0;0;0;0;0;0;0;0;0;0
1103;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B, C, D Y E;27445866.88;26229071.5;20750498.2;5478573.3;1142459.35;74336.03;27130259.23;25987799.88;20601635.92;5386163.96;1142459.35;21744095.27;0;0;0;0;241271.62;148862.28;92409.34;241271.62;241271.62;148862.28;92409.34;74336.03;4636020.39;354609.59;1602261.58;7475529.55;11271.83;301283.23;1833915.58;2318977.84;183629.43;5097522.57;1491753.34;1142459.35;153573.52;29472.28;7799.65;32252.75;109747.97;18190.1;0;102358.57;52543.57;43319.83;16639.04;11602.67;99173.18;0;0;0;0;0;0;0;0;0;0;42885.13;84226.56;0;0;8801.18;0;20246.63;40723.03;0;10865.15;11664.03;16358.88;1835.1;33612.87;0;4351.82;44389.09;0;0;0;0;0;0;0;0;0;0
1104;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.917822593;0.919413618;0.917416762;0.926174771;0.855511202;0.875795281;0.917957646;0.919487356;0.917673601;0.925744686;0.855511202;0.915769624;0;0;0;0;0.910593955;0.854669359;0.944807328;0.910593955;0.910593955;0.854669359;0.944807328;0.875795281;0.90434942;0.950472188;0.874020576;0.933766831;0.997247032;0.951538812;0.937681186;0.917026332;0.924553413;0.885607254;0.902076943;0.855511202;0.950687595;0.58630438;0.947582913;0.81761468;0.847213128;0.938013965;0;0.842203299;0.93831324;0.988670855;0.95346454;0.969303239;0.854201977;0;0;0;0;0;0;0;0;0;0;0.95578966;0.874395117;0;1;0.880070253;0;0.777808567;0.935451815;0;0.923708774;0.861054915;0.745164413;0.948738634;0.876486595;1;0.691499;0.829194022;0;0;0;0;0;0;0;0;0;0
1105;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Calidad;0.082177407;0.080586382;0.082583238;0.073825229;0.144488798;0.124204719;0.082042354;0.080512644;0.082326399;0.074255314;0.144488798;0.084230376;0;0;0;0;0.089406045;0.145330641;0.055192672;0.089406045;0.089406045;0.145330641;0.055192672;0.124204719;0.09565058;0.049527812;0.125979424;0.066233169;0.002752968;0.048461188;0.062318814;0.082973668;0.075446587;0.114392746;0.097923057;0.144488798;0.049312405;0.41369562;0.052417087;0.18238532;0.152786872;0.061986035;0;0.157796701;0.06168676;0.011329145;0.04653546;0.030696761;0.145798023;0;0;0;0;0;0;0;0;0;0;0.04421034;0.125604883;0;0;0.119929747;0;0.222191433;0.064548185;0;0.076291226;0.138945085;0.254835587;0.051261366;0.123513405;0;0.308501;0.170805978;0;0;0;0;0;0;0;0;0;0
1106;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto Comercial / Bruto Total;0.505144458;0.509176316;0.525495249;0.460731752;0.446854941;0.140987774;0.514708201;0.516629898;0.531909788;0.470046259;0.446854941;0.528826743;0;0;0;0;0.186809455;0.1331648;0.24790608;0.186809455;0.186809455;0.1331648;0.24790608;0.140987774;0.659963497;0.287085634;0.613080936;0.651979128;1;0.527790218;0.424871471;0.676660417;0.164420705;0.414855666;0.448997775;0.446854941;0.21226318;0.041794187;0.078994977;0.111839343;0.171535957;0.084043033;0;0.285132712;0.869064132;0.759110174;0.147020952;0.246641253;0.314688235;0;0;0;0;0;0;0;0;0;0;0.395085995;0.683503701;0;0.004570637;0.212885481;0;0.084074484;0.174629387;0;0.318544207;0.057816498;0.229543772;0.039071933;0.236624712;1;0.022593397;0.523946387;0;0;0;0;0;0;0;0;0;0
1107;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Cubrimiento;0.614437233;0.605634599;0.638473328;0.481255507;0.800948769;0.853931398;0.615523673;0.607372131;0.641029177;0.47863669;0.800948769;0.649431533;0;0;0;0;0.418481917;0.284759376;0.633895665;0.418481917;0.418481917;0.284759376;0.633895665;0.853931398;0.617598451;0.834082575;0.377522071;0.781841139;3.24481739;0.633686083;0.502508283;0.546728584;0.843850248;0.486211195;0.466863094;0.800948769;0.592519205;0.502751738;1.081049791;0.699074653;0.310708162;1.37846246;0;0.600798253;0.571996916;1.437034956;1.208486788;1.689555077;0.344081031;0;0;0;0;0;0;0;0;0;0;0.65853642;0.249550973;0;0;0.678630593;0;0.352917498;0.598278419;0;1.618720404;2.355782693;0.280169547;0.786289575;0.368493675;0;0.336778635;0.319728564;0;0;0;0;0;0;0;0;0;0
1108;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;TOTAL CONSUMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1109;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;195379507.1;191475602.5;134623213.9;56852388.61;1369760.89;2534143.69;183317167.2;181947406.3;129219812.1;52727594.22;1369760.89;130589573;0;0;0;0;9528196.14;5403401.75;4124794.39;9528196.14;9528196.14;5403401.75;4124794.39;2534143.69;15869742.1;15752049.32;3987525.27;36379613.23;0;5306713.19;23633548.9;10155828.86;3934839.32;29960338.66;11199103.62;1369760.89;8668825.2;1441972.19;7292.8;91395.27;1727073.99;2923864.34;6101478.52;1439247.8;105464.36;1059976.92;240314.35;3094.98;1312402.19;0;185701.83;0;0;0;0;0;0;0;3906769.91;1359138.26;299771.81;0;5164.7;15762.5;37154.27;970385.63;2712739.36;0;141518.59;1175902.72;152644.35;709655.21;354422.82;0;459999.12;221309.7;0;0;0;0;0;0;0;0;0;0
1110;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;4977817.21;4866648.37;3612742.71;1253905.66;25840.76;85328.08;4586684.79;4560844.03;3417762.05;1143081.98;25840.76;3443602.81;0;0;0;0;305804.34;194980.66;110823.68;305804.34;305804.34;194980.66;110823.68;85328.08;397202.76;155056.43;117321.54;897305.35;0;37550.3;421605.67;205291.5;59119.74;1376355.28;250499.27;25840.76;86367.78;20427.84;196.06;5955.1;57709.23;83863.14;265927.97;23656.67;4428.69;26520.56;2856.15;78.69;52547.88;0;5314.49;0;0;0;0;0;0;0;183244.48;36881.77;885.87;0;150.4;145.51;2335.09;8688.4;71461.31;0;2651.94;58846.44;7558.32;11731.65;4539.73;0;7685.94;2011.51;0;0;0;0;0;0;0;0;0;0
1111;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;4017688.39;3955256.51;2877766.83;1077489.68;19378.1;43053.78;3731801.81;3712423.71;2764106.75;948316.96;19378.1;2783484.85;0;0;0;0;242832.8;113660.08;129172.72;242832.8;242832.8;113660.08;129172.72;43053.78;356994.37;119213.42;74267.34;662935.16;0;114500.1;392922.84;189651.12;43151.6;1099181;195639.31;19378.1;67567.48;15434.76;72.32;137.24;52152.48;89527.46;131612.92;24556.82;1635.72;14817.63;2032.62;105.43;49866.73;0;2311.72;0;0;0;0;0;0;0;99360.38;47185.5;4008.64;0;355.61;1392.32;2720.01;6589.55;77874.89;0;1839.2;13483.94;11383.47;10241.4;6105.77;0;12136.12;3345.9;0;0;0;0;0;0;0;0;0;0
1112;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;5619488.86;5565069.99;4270701.03;1294368.96;12272.1;42146.77;5290443.37;5278171.27;4119330.95;1158840.32;12272.1;4131603.05;0;0;0;0;286898.72;151370.08;135528.64;286898.72;286898.72;151370.08;135528.64;42146.77;614887.18;296367.95;144156.5;995838.32;0;34577.28;343072.05;223006.91;49441.53;1629423.74;285886.88;12272.1;111520.37;22565.5;6.15;978.02;28592.84;99886.13;245472.5;82126.32;3049.02;23548.79;5403.74;224.1;30185.97;0;1846.19;0;0;0;0;0;0;0;136688.4;41994.27;2575.89;0;589.78;978.63;2135.9;3488.74;90419.84;0;4708.89;9518.76;1659.18;16764.69;9495.25;0;6107.29;8027.27;0;0;0;0;0;0;0;0;0;0
1113;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;E;3951258.46;3855561.55;2640360.32;1215201.23;42725.71;52971.2;3655456;3612730.29;2427334.36;1185395.93;42725.71;2470060.07;0;0;0;0;242831.26;213025.96;29805.3;242831.26;242831.26;213025.96;29805.3;52971.2;89481.5;229434.54;77133.77;1275119.21;0;27869.04;858404.62;145919.65;58120.94;373614.24;85467.46;42725.71;131424.17;6542.54;121.27;1691.8;55108.04;0;77177.82;56727.4;4990.16;2615.82;3534.55;35.93;36322;0;213.22;0;0;0;0;0;0;0;207603.1;0;263.93;0;172.83;3.41;434.06;3555.36;29367.83;0;7214.68;20864.56;2703.23;12183.09;10005.64;0;15660.6;1430.74;0;0;0;0;0;0;0;0;0;0
1114;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto;213945760;209718138.9;148024784.8;61693354.14;1469977.56;2757643.52;200581553.2;199111575.6;141948346.2;57163229.41;1469977.56;143418323.8;0;0;0;0;10606563.26;6076438.53;4530124.73;10606563.26;10606563.26;6076438.53;4530124.73;2757643.52;17328307.91;16552121.66;4400404.42;40210811.27;0;5521209.91;25649554.08;10919698.04;4144673.13;34438912.92;12016596.54;1469977.56;9065705;1506942.83;7688.6;100157.43;1920636.58;3197141.07;6821669.73;1626315.01;119567.95;1127479.72;254141.41;3539.13;1481324.77;0;195387.45;0;0;0;0;0;0;0;4533666.27;1485199.8;307506.14;0;6433.32;18282.37;44779.33;992707.68;2981863.23;0;157933.3;1278616.42;175948.55;760576.04;384569.21;0;501589.07;236125.12;0;0;0;0;0;0;0;0;0;0
1115;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B, C, D Y E;18566252.92;18242536.42;13401570.89;4840965.53;100216.67;223499.83;17264385.97;17164169.3;12728534.11;4435635.19;100216.67;12828750.78;0;0;0;0;1078367.12;673036.78;405330.34;1078367.12;1078367.12;673036.78;405330.34;223499.83;1458565.81;800072.34;412879.15;3831198.04;0;214496.72;2016005.18;763869.18;209833.81;4478574.26;817492.92;100216.67;396879.8;64970.64;395.8;8762.16;193562.59;273276.73;720191.21;187067.21;14103.59;67502.8;13827.06;444.15;168922.58;0;9685.62;0;0;0;0;0;0;0;626896.36;126061.54;7734.33;0;1268.62;2519.87;7625.06;22322.05;269123.87;0;16414.71;102713.7;23304.2;50920.83;30146.39;0;41589.95;14815.42;0;0;0;0;0;0;0;0;0;0
1116;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Vigente / Bruto;0.913219814;0.913014027;0.909464007;0.921531815;0.931824354;0.918952603;0.913928346;0.913796226;0.910329818;0.922404048;0.931824354;0.910550127;0;0;0;0;0.898330204;0.889238281;0.910525567;0.898330204;0.898330204;0.889238281;0.910525567;0.918952603;0.915827569;0.951663457;0.906172454;0.90472219;0;0.961150414;0.92140194;0.930046676;0.949372652;0.869955992;0.931969679;0.931824354;0.956221849;0.956885796;0.948521187;0.912516126;0.899219565;0.914524657;0.894425963;0.8849748;0.882045398;0.940129477;0.945593046;0.874503056;0.885965196;0;0.950428648;0;0;0;0;0;0;0;0.861724193;0.915121494;0.97484821;0;0.802804773;0.862169401;0.829719203;0.977513975;0.909746407;0;0.896065554;0.919668089;0.867551054;0.933049653;0.921609975;0;0.91708362;0.937256062;0;0;0;0;0;0;0;0;0;0
1117;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Calidad;0.086780186;0.086985973;0.090535993;0.078468185;0.068175646;0.081047397;0.086071654;0.086203774;0.089670182;0.077595952;0.068175646;0.089449873;0;0;0;0;0.101669796;0.110761719;0.089474433;0.101669796;0.101669796;0.110761719;0.089474433;0.081047397;0.084172431;0.048336543;0.093827546;0.09527781;0;0.038849586;0.07859806;0.069953324;0.050627348;0.130044008;0.068030321;0.068175646;0.043778151;0.043114204;0.051478813;0.087483874;0.100780435;0.085475343;0.105574037;0.1150252;0.117954602;0.059870523;0.054406954;0.125496944;0.114034804;0;0.049571352;0;0;0;0;0;0;0;0.138275807;0.084878506;0.02515179;0;0.197195227;0.137830599;0.170280797;0.022486025;0.090253593;0;0.103934446;0.080331911;0.132448946;0.066950347;0.078390025;0;0.08291638;0.062743938;0;0;0;0;0;0;0;0;0;0
1118;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Bruto Consumo / Bruto Total;0.323589753;0.328082396;0.309575519;0.383022116;0.083075066;0.64961839;0.312202406;0.318691604;0.301721134;0.370429298;0.083075066;0.29379571;0;0;0;0;0.734233476;0.789970862;0.670753411;0.734233476;0.734233476;0.789970862;0.670753411;0.64961839;0.235949109;0.66368774;0.21211755;0.23227908;0;0.468721302;0.370320055;0.264377864;0.279991019;0.320616441;0.354171501;0.083075066;0.617897011;0.884056144;0.004081732;0.063343332;0.45865899;0.915634788;1;0.714867288;0.121994146;0.223832912;0.104498586;0.002309388;0.685311765;0;1;0;0;0;0;0;0;0;1;0.604914005;0.313438343;0;0.010768819;0.053035242;0.131285717;0.915925516;0.825370613;0;0.353250097;0.8806161;0.62915509;0.830114454;0.334382165;0;0.80336934;0.476053613;0;0;0;0;0;0;0;0;0;0
1119;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;Cubrimiento;0.929452699;0.923190446;0.916649604;0.941297901;1.153590515;1.340088447;0.925003239;0.923668583;0.907004634;0.971487585;1.153590515;0.908930933;0;0;0;0;0.91558003;1.099056176;0.610924339;0.91558003;0.91558003;1.099056176;0.610924339;1.340088447;0.777126724;1.176990183;1.025786965;1.02680828;0;1.23768783;1.071649027;0.950466008;1.093761725;0.747150697;0.823212805;1.153590515;1.208251617;1.211718093;1.022865083;0.66265624;0.906866404;1.001131454;0.766483404;1.019701903;0.894941643;0.651387202;1.386464657;0.868602949;0.792629736;0;0.961068058;0;0;0;0;0;0;0;1.051742939;0.519002386;1.779321544;0;0.804433164;0.898756682;0.60148248;2.10200452;0.651554394;0;1.604892807;1.766305469;0.43993572;1.020789724;0.978893659;0;1.084078485;1.260037177;0;0;0;0;0;0;0;0;0;0
1120;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;TOTAL VIVIENDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1121;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;A;91658405.61;90999921.5;67628879.04;23371042.46;161830.28;496653.83;90315839.44;90154009.16;67059583.05;23094426.11;161830.28;67221413.33;0;0;0;0;845912.34;569295.99;276616.35;845912.34;845912.34;569295.99;276616.35;496653.83;7150536.24;1187931.86;3484713.02;18748158.8;0;39347.66;13187069.83;2323946.98;6762722.9;26828841.95;6383295.6;161830.28;2390151.84;0;20289.72;0;1495724.85;1117.93;0;0;0;0;0;47058.37;0;0;0;0;0;0;0;0;0;0;0;0;3000.08;0;566295.91;0;276616.35;0;0;0;10722.4;50.89;34646.93;88853.47;362380.14;0;103101.61;0;0;0;0;0;0;0;0;0;0;0
1122;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;B;1919411.33;1912130.99;1286530.81;625600.18;1227.59;6052.75;1894457.38;1893229.79;1277792.43;615437.36;1227.59;1279020.02;0;0;0;0;18901.2;8738.38;10162.82;18901.2;18901.2;8738.38;10162.82;6052.75;89136.79;12173.03;40133.54;253748.29;0;528.72;479271.33;32050.33;149447.35;671749.63;95503.77;1227.59;46245.97;0;64.48;0;19529.59;0;0;0;0;0;0;1014.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8738.38;0;10162.82;0;0;0;2.46;0;671.32;678.38;4700.59;0;2632.84;0;0;0;0;0;0;0;0;0;0;0
1123;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;C;857757.58;852746.19;636158.7;216587.49;2288.04;2723.35;846175.7;843887.66;631818.77;212068.89;2288.04;634106.81;0;0;0;0;8858.53;4339.93;4518.6;8858.53;8858.53;4339.93;4518.6;2723.35;57838.92;6864.87;34948.65;109225.19;0;317.97;124308.31;2763.7;89887.66;340128.04;52493.96;2288.04;11135.14;0;60.72;0;12188.53;0;0;0;0;0;0;458.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4339.93;0;4518.6;0;0;0;0;0;498.34;89.28;2135.73;0;1267.89;0;0;0;0;0;0;0;0;0;0;0
1124;2022-12-31 00:00:00;TOTAL CARTERA Y LEASING;0;D;972693.2;961033.51;780359.83;180673.68;593.15;11066.54;957074.96;956481.81;777665.77;178816.04;593.15;778258.92;0;0;0;0;4551.7;2694.06;1857.64;4551.7;4551.7;2694.06;1857.64;11066.54;30168.52;2383.64;12742.83;150949.54;0;210.23;122497.24;53709.69;178901.31;342946.94;43365.74;593.15;13098.92;0;53.35;0;4867.82;0;0;0;0;0;0;145.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2694.06;0;1857.64;0;0;0;0;0;67.11;0.94;10998.49;0;440.73;0;0;0;0;0;0;0;0;0;0;0
