idx;date;rubro;subrubro;detalle;BANCIEN S.A;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;BANCO MUNDO MUJER S.A.;LULO BANK S.A.
2120;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;VIVIENDA VENCIDA POR MOROSIDAD;0;0;234.37;0;35217.77;0;0;0;0
2121;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;MOROSIDAD DE VIVIENDA;0;0;0.023782731;0;0.050377286;0;0;0;0
2122;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO  DE VIVIENDA POR MOROSIDAD;0;0;2.547169006;0;1.158265841;0;0;0;0
2123;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CASTIGOS DE CARTERA;0;48089.84;519124.91;102745.83;50604.37;880132.99;87868.85;0;95936.19
2124;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;INDICADOR DE CALIDAD DE CARTERA (CON CASTIGOS);0;0.051793389;0.297244108;0.122651016;0.074154519;0.232613631;0.087516561;0.070199228;0.283929882
2125;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;INDICADOR DE CUBRIMIENTO (CON CASTIGOS);0;1.456242447;1.018076041;1.061851165;0.858540737;0.948376504;1.159082915;1.205236728;1.009386967
2126;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;BIENES RECIBIDOS EN PAGO;0;0;0;2200.79;2871.24;0;740.55;538.52;0
2127;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;DETERIORO DE BIENES RECIBIDOS EN PAGO;0;0;0;0;2871.24;0;400.68;538.52;0
2128;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO DE BRP;0;0;0;0;1;0;0.541057322;1;0
2129;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;INDICADOR DE CALIDAD DE CARTERA CON BRP (SIN CASTIGOS);0;0.028206449;0.079030418;0.072498329;0.063717279;0.089729115;0.054145843;0.070384986;0.081373543
2130;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;INDICADOR DE CALIDAD DE CARTERA CON BRP (CON CASTIGOS);0;0.051793389;0.297244108;0.1236882;0.074774925;0.232613631;0.087790108;0.070384986;0.283929882
2131;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;BIENES RESTITUIDOS - CONTRATOS LEASING;0;0;0;0;0;0;0;0;0
2132;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;DETERIORO BIENES RESTITUIDOS;0;0;0;0;0;0;0;0;0
2133;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO BIENES RESTITUIDOS;0;0;0;0;0;0;0;0;0
2134;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;INDICADOR DE CALIDAD DE LEASING CON BIENES RESTITUIDOS;0;0.028206449;0.079030418;0.07133635;0.06308195;0.089729115;0.053851743;0.070199228;0.081373543
2135;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CALIDAD CON BRP Y BIENES RESTITUIDOS (SIN CASTIGOS);0;0.028206449;0.079030418;0.072498329;0.063717279;0.089729115;0.054145843;0.070384986;0.081373543
2136;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CALIDAD CON BRP Y BIENES RESTITUIDOS (CON CASTIGOS);0;0.051793389;0.297244108;0.1236882;0.074774925;0.232613631;0.087790108;0.070384986;0.283929882
2137;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CALIDAD DE CARTERA;0;0.028206449;0.079030418;0.07133635;0.06308195;0.089729115;0.053851743;0.070199228;0.081373543
2138;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CALIDAD DE CARTERA POR CALIFICACION;0;0.05433937;0.123191291;0.153034474;0.092156867;0.112966403;0.084141063;0.116512569;0.106405865
2139;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CARTERA C, D Y E /  CARTERA BRUTA;0;0.036233233;0.080424408;0.073296316;0.063631878;0.083835997;0.058519327;0.086878764;0.073192831
2140;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO DE CARTERA;0;1.858603477;1.089097;1.112562626;0.831722134;0.841252914;1.268070008;1.205236728;1.042018113
2141;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;CUBRIMIENTO DE CARTERA POR CALIFICACION;0;0.964762851;0.698684044;0.518616202;0.569318993;0.668206451;0.811586839;0.726159322;0.796879979
2142;2024-09-30 00:00:00;INDICADORES DE CARTERA Y LEASING;COBERTURA DE CARTERA C, D Y E;0;0.57799052;0.607625179;0.761315277;0.492915961;0.693894825;0.667169413;0.724319492;0.666240724
2143;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);0;0;0;0;0;0;0;0;0;0
2144;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;0;44206.22;158813.65;201323.68;859429.27;40.58;704738.27;368007.29;300
2145;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;COMERCIAL A;12570.58;140267.12;163683.01;739964.23;0;612812.31;331953.6;300
2146;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COMERCIAL BRUTO;COMERCIAL B, C. D Y E;31635.64;18546.53;37640.67;119465.04;40.58;91925.96;36053.69;0
2147;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% COMERCIAL;0;0.022866447;0.094993403;0.114604001;0.20311032;8.58489E-06;0.295899479;0.136552203;0.000884564
2148;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD COMERCIAL;0;0.715637754;0.116781712;0.186965935;0.139005086;1;0.130439858;0.097970043;0
2149;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO COMERCIAL;0;0.395739742;1.040314819;0.455425209;0.412046989;0.568506654;0.407229035;0.751259302;0
2150;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA COMERCIAL C,D,E;0;0.640593314;0.735636335;0.562839434;0.434062199;0.550024643;0.517354767;0.522762219;0
2151;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;0;1828515.39;2091.99;147190.96;1851626.79;4726868.09;1676943.08;286970.74;338850.29
2152;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO A;1770447.16;1897.63;123680.83;1631733.34;4192926.8;1568471.84;268207.29;302762.71
2153;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CONSUMO BRUTO;CONSUMO B, C, D Y E;58068.23;194.36;23510.13;219893.45;533941.29;108471.24;18763.45;36087.58
2154;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% CONSUMO;0;0.945831851;0.001251311;0.083788817;0.437597977;0.999991415;0.704100521;0.106482909;0.999115436
2155;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD CONSUMO;0;0.031757037;0.092906754;0.159725366;0.118756896;0.112958788;0.064683913;0.065384541;0.106500071
2156;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO CONSUMO;0;1.34681064;1.159600741;0.434522055;0.600234523;0.668214028;1.154267435;0.997038924;0.79656325
2157;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA CONSUMO C,D,E;0;0.48972388;0.789236202;0.928320115;0.59078686;0.693909559;0.761490663;0.794852203;0.666240724
2158;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;0;0;27584.31;0;1520286.15;0;0;0;0
2159;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA A;0;26969.15;0;1469697.4;0;0;0;0
2160;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);VIVIENDA BRUTO;VIVIENDA B, C, D Y E;0;615.16;0;50588.75;0;0;0;0
2161;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% VIVIENDA;0;0;0.016499385;0;0.359291703;0;0;0;0
2162;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD VIVIENDA;0;0;0.022301083;0;0.033275808;0;0;0;0
2163;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO VIVIENDA;0;0;0.970446713;0;0.806336191;0;0;0;0
2164;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA VIVIENDA C,D,E;0;0;1.344455348;0;0.653101032;0;0;0;0
2165;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;0;60513.55;1483348.77;1408175.16;0;0;0;2040015.41;0
2166;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO A;45166.64;1296748.85;1200491.86;0;0;0;1780831.94;0
2167;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);MICROCREDITO BRUTO;MICROCREDITO B, C, D Y E;15346.91;186599.92;207683.3;0;0;0;259183.47;0
2168;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);% MICROCREDITO;0;0.031301702;0.887255901;0.801607182;0;0;0;0.756964889;0
2169;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CALIDAD MICROCREDITO;0;0.253611133;0.12579639;0.147483996;0;0;0;0.127049761;0
2170;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);CUBRIMIENTO MICROCREDITO;0;0.692171258;0.66335275;0.539588643;0;0;0;0.703057645;0
2171;2024-09-30 00:00:00;CARTERA Y LEASING POR MODALIDAD (POR CALIFICACION);COBERTURA MICROCREDITO C,D,E;0;0.829310639;0.716935107;0.920468557;0;0;0;0.858059294;0
2172;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;0;0;0;0;0;0;0;0;0;0
2173;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;QUEBRANTO PATRIMONIAL (PATRIMONIO/(CAPITAL SOCIAL + CAPITAL GARANTIA));0;2.400642628;0.943824447;2.952491695;1.074621991;10.12215938;0.608389067;2.539742963;1.42268695
2174;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/PATRIMONIO;0;12.36340073;7.887856738;4.672294271;10.28727905;7.174329511;12.33712763;7.620493808;1.821134158
2175;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;FINANCIAMIENTO CON PASIVOS DE LARGO PLAZO (PasCP-ActCP / ActLP);0;-0.040596127;-0.045765613;-0.033184071;0.01331762;0.024620516;-0.221244508;-0.048825306;-0.332424251
2176;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;ACTIVOS/ INGRESO FINANCIERO;0;7.724880085;5.327583456;6.331184921;12.1132727;6.886145264;14.72046302;5.022144983;15.01958955
2177;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/PATRIMONIO;0;0.071333026;-0.894187943;-0.047086135;-0.023362935;-0.09542575;-0.826708633;0.064987011;-0.184579228
2178;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD/ACTIVO;0;0.005723803;-0.135249664;-0.010125374;-0.0022771;-0.013443607;-0.078255894;0.008469396;-0.102520191
2179;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;UTILIDAD / INGRESO FINANCIERO (DUPONT);0;0.033138097;-0.550109633;-0.048140323;-0.020693243;-0.069548306;-0.872711965;0.031867246;-1.170329193
2180;2024-09-30 00:00:00;APALANCAMIENTO Y RENTABILIDAD;RENDIMIENTO ACUMULADO DE LA CARTERA;0;0.206184543;0.319071568;0.290903511;0.146934385;0.248179821;0.121597674;0.337125059;0.200486886
2181;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;0;0;0;0;0;0;0;0;0;0
2182;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;BIENES REALIZABLES, RECIBIDOS EN PAGO Y RESTITUIDOS;0;0;0;2200.79;2871.24;0;740.55;538.52;0
2183;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;PASIVOS CON COSTO;0;2452702.58;1708435.18;1742385.67;4705297.44;4982101.64;2705099.33;2791980.11;319619.35
2184;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING PRODUCTIVO;0;1893838.01;1575223.5;1649145.17;4043109.43;4395420.24;2284925.29;2538396.32;318057.95
2185;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA PRODUCTIVA;0;1893838.01;1575223.5;1649145.17;4043109.43;4395420.24;2284914.87;2538396.32;318057.95
2186;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL PRODUCTIVA;0;32393.32;149660.22;187666.06;808523.64;0;675460.07;343260.15;300
2187;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO PRODUCTIVA;0;1809274.32;1974.49;141090.92;1749212.21;4395420.24;1609465.22;274809.63;317757.95
2188;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA PRODUCTIVA;0;0;27349.93;0;1485373.58;0;0;0;0
2189;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA MICROCREDITO PRODUCTIVA;0;52170.37;1396238.86;1320388.19;0;0;0;1920326.54;0
2190;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS PRODUCTIVOS;0;2677148.8;1923221.86;2178193.37;5312417.17;5535984.61;3056472.93;3040931.89;721708.24
2191;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING IMPRODUCTIVO;0;39397.2;96615.19;107544.64;188232.79;331488.43;96756.04;156597.12;21092.33
2192;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA IMPRODUCTIVA;0;39397.2;96615.19;107544.64;188232.79;331488.43;96756.04;156597.12;21092.33
2193;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA COMERCIAL IMPRODUCTIVA;0;11812.92;9153.43;13657.63;50905.63;40.58;29278.2;24747.15;0
2194;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA CONSUMO IMPRODUCTIVA;0;19241.08;117.49;6100.04;102414.58;331447.85;67477.84;12161.1;21092.33
2195;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA VIVIENDA IMPRODUCTIVA;0;0;234.37;0;34912.58;0;0;0;0
2196;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA MICROCREDITO IMPRODUCTIVA;0;8343.2;87109.9;87786.97;0;0;0;119688.87;0
2197;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS (SIN PROPIEDADES Y EQUIPO);0;44453.29;137181.69;145203.32;273034.38;443443.42;117159.09;203074.2;26605.19
2198;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS (CON PROPIEDADES Y EQUIPO);0;61007.61;219247.31;191488.56;292825.23;476875.56;192627.06;293972.3;29648.67
2199;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;BRRPR / ACTIVOS;0;0;0;0.000928728;0.000512242;0;0.000227925;0.00016148;0
2200;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ESTRUCTURA DE BALANCE;0;1.091509758;1.125721293;1.25012126;1.12902898;1.111174562;1.129893049;1.089166746;2.25802424
2201;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;EXPOSICION PATRIMONIAL (SIN PROPIEDADES Y EQUIPO);0;0.200716747;0.505057211;0.286296922;0.501098911;0.529100816;0.444863698;0.464039022;0.064485491
2202;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;EXPOSICION PATRIMONIAL (CON PROPIEDADES Y EQUIPO);0;0.275463279;0.807195441;0.377557382;0.537420979;0.568990848;0.73142243;0.67174766;0.071862259
2203;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS PRODUCTIVOS / ACTIVOS TOTALES;0;0.977719475;0.897666048;0.919192298;0.947758687;0.92069073;0.940713712;0.911849849;0.960539819
2204;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;ACTIVOS IMPRODUCTIVOS / ACTIVOS TOTALES;0;0.022280543;0.102333938;0.080807706;0.052241314;0.079309272;0.059286282;0.088150148;0.039460168
2205;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING PRODUCTIVOS / CARTERA Y LEASING BRUTO;0;0.979621104;0.94221022;0.938779949;0.955514638;0.929872047;0.959374901;0.941893321;0.937808307
2206;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;CARTERA Y LEASING IMPRODUCTIVOS / CARTERA Y LEASING BRUTO;0;0.020378896;0.05778978;0.061220051;0.044485362;0.070127953;0.040625099;0.058106679;0.062191693
2207;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;0;0;0;0;0;0;0;0;0
2208;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;Total;0;0;0;0;0;0;0;0
2209;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;COMERCIAL;0;0;0;0;0;0;0;0
2210;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;CONSUMO;0;0;0;0;0;0;0;0
2211;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;VIVIENDA;0;0;0;0;0;0;0;0
2212;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;DERECHOS DE TRANSFERENCIA;MICROCREDITO;0;0;0;0;0;0;0;0
2213;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;0;0;0;0;0;0;0;0;0
2214;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;1933235.21;1671838.69;1756689.81;4231342.22;4726908.67;2381681.33;2694993.44;339150.28
2215;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente;1878705.51;1539712.58;1631373.97;3964420.9;4302767.34;2253423.64;2505806.98;311552.42
2216;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;54529.7;132126.11;125315.84;266921.32;424141.33;128257.69;189186.46;27597.86
2217;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.971793551;0.920969582;0.92866365;0.93691805;0.910270885;0.946148257;0.929800772;0.918626457
2218;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.028206449;0.079030418;0.07133635;0.06308195;0.089729115;0.053851743;0.070199228;0.081373543
2219;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;1.858603293;1.089097;1.112562706;0.831722172;0.841252914;1.268070086;1.205236728;1.042017751
2220;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL COMERCIAL;0;0;0;0;0;0;0;0
2221;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;29883.64;146508.66;182705.22;794695.91;0;662109.64;338602.73;300
2222;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-3 MESES;2509.68;3151.56;4960.84;13827.73;0;13350.43;4657.42;0
2223;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;3-6 MESES;313.6;4604.88;3118.01;13037.65;0;8282.92;6455.24;0
2224;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-12 MESES;390.84;3978.51;4497.03;14391.9;40.58;11941.12;9894.9;0
2225;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+12 MESES;11108.48;570.04;6042.59;23476.08;0;9054.16;8397.01;0
2226;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;44206.24;158813.65;201323.69;859429.27;40.58;704738.27;368007.3;300
2227;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;14322.6;12304.99;18618.47;64733.36;40.58;42628.63;29404.57;0
2228;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.676005016;0.922519317;0.907519726;0.924678665;0;0.939511402;0.920097862;1
2229;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.323994984;0.077480683;0.092480274;0.075321335;1;0.060488598;0.079902138;0
2230;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Comercial / Bruto Total;0.022866457;0.094993405;0.114604006;0.203110319;8.58489E-06;0.295899481;0.136552206;0.000884564
2231;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;0.874106657;1.568000462;0.920726032;0.760430325;0.568506654;0.878163807;0.921138109;0
2232;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL CONSUMO;0;0;0;0;0;0;0;0
2233;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;1797672.4;1966.76;139117.83;1684656.6;4302767.34;1591314;272233.17;311252.42
2234;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-2 MESES;11601.92;7.73;1973.09;64555.61;92652.9;18151.22;2576.46;6505.53
2235;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;2-3 MESES;8989.92;30.81;927.89;25163.66;74142.28;12378;1655.04;5029.63
2236;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;3-6 MESES;9308.4;37.61;2371.09;44219.81;191611.03;28223.13;4911.37;11522.16
2237;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+6 MESES;942.76;49.07;2801.06;33031.11;65694.54;26876.71;5594.69;4540.54
2238;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;1828515.4;2091.98;147190.96;1851626.79;4726868.09;1676943.06;286970.73;338850.28
2239;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;30843;125.22;8073.13;166970.19;424100.75;85629.06;14737.56;27597.86
2240;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0.983132218;0.940142831;0.945151998;0.909825138;0.9102787;0.948937408;0.948644379;0.918554413
2241;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0.016867782;0.059857169;0.054848002;0.090174862;0.0897213;0.051062592;0.051355621;0.081445587
2242;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Consumo / Bruto Total;0.945831832;0.001251305;0.083788816;0.437597976;0.999991415;0.704100519;0.106482905;0.999115436
2243;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;2.535645365;1.799872225;1.26539149;0.790486254;0.841279012;1.462176742;1.269402126;1.04160395
2244;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL VIVIENDA;0;0;0;0;0;0;0;0
2245;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;0;27349.93;0;1485068.39;0;0;0;0
2246;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-4 MESES;0;0;0;305.19;0;0;0;0
2247;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;4-6 MESES;0;134.22;0;5624.46;0;0;0;0
2248;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-12 MESES;0;0;0;12393.28;0;0;0;0
2249;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;6-18 MESES;0;0;0;0;0;0;0;0
2250;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;12-18 MESES;0;42.09;0;5179.13;0;0;0;0
2251;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;+18 MESES;0;58.06;0;11715.71;0;0;0;0
2252;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto;0;27584.3;0;1520286.16;0;0;0;0
2253;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vencido;0;234.37;0;35217.77;0;0;0;0
2254;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Vigente / Bruto;0;0.9915035;0;0.976834776;0;0;0;0
2255;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Calidad;0;0.0084965;0;0.023165224;0;0;0;0
2256;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Bruto Vivienda / Bruto Total;0;0.016499379;0;0.359291705;0;0;0;0
2257;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;Cubrimiento;0;2.547169006;0;1.158265841;0;0;0;0
2258;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;TOTAL MICROCREDITO;0;0;0;0;0;0;0;0
2259;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;VIGENTE;51149.47;1363887.23;1309550.92;0;0;0;1894971.08;0
2260;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;1-2 MESES;1020.9;32351.63;10837.27;0;0;0;25355.46;0
2261;2024-09-30 00:00:00;INDICADORES DE RIESGO POR TIEMPO;TOTAL CARTERA;2-3 MESES;910.76;26806;10259.31;0;0;0;18186.12;0
