idx;date;rubro;subrubro;detalle;BANCIEN S.A;BANCAMIA;BANCO W S.A.;BANCOOMEVA;BANCO FALABELLA S.A.;BANCO PICHINCHA S.A.;BANCO MUNDO MUJER S.A.;LULO BANK S.A.
761;2022-12-31 00:00:00;PATRIMONIO;FONDOS DE DESTINACIÓN ESPECÍFICA;0;0;0;0;0;0;0;0;0
762;2022-12-31 00:00:00;PATRIMONIO;SUPERAVIT;0;0;28979.25;260224.7;13246.55;394279.3;178345.1;32310;114380.82
763;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;0;0;44241.22;75564.44;10338;15952.71;-160997.47;89517.46;-93876.35
764;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIAS ACUMULADAS EJERCICIOS ANTERIORES;0;209.32;36602.3;0;1378.67;51.71;0;0
765;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDAS ACUMULADAS EJERCICIOS ANTERIORES;0;0;0;0;0;0;0;-30048.26
766;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA DEL EJERCICIO;0;44031.9;38962.14;22929.64;21072.93;0;89517.46;0
767;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;PÉRDIDA DEL EJERCICIO;0;0;0;0;0;-161049.18;0;-63828.09
768;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;GANANCIA O PÉRDIDA PARTICIPACIONES NO CONTROLADORAS;0;0;0;0;0;0;0;0
769;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;0;0;0;-12591.64;-6498.89;0;0;0
770;2022-12-31 00:00:00;PATRIMONIO;GANANCIAS O PÉRDIDAS;RESULTADOS ACUMULADOS PROCESO DE CONVERGENCIA A NIIFS;0;0;0;0;0;0;0;0
771;2022-12-31 00:00:00;ESTADO DE PERDIDAS Y GANANCIAS (cifras en $ millones);0;0;0;0;0;0;0;0;0;0
772;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;0;0;0;804948.54;869150.67;800339.3;2085419.07;491946.04;874316.27;43725.28
773;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;0;0;538208.1;419805.75;496082.55;1284008.44;294947.14;668795.37;12522.93
774;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS COMERCIALES;0;30870.86;34618.44;84810.06;0;61898.69;60883.8;0
775;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE CONSUMO;0;2072.6;11330.09;230568.42;646966.05;200465.85;56387.44;12504.34
776;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO COMERCIAL;0;0;0;0;0;263.78;0;0
777;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS CRÉDITOS COMERCIALES;0;0;0;493.96;0;195.56;0;0
778;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CRÉDITOS DE VIVIENDA Y LEASING HABITACIONAL;0;832.18;0;145100.81;0;0;0;0
779;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MICROCRÉDITOS;0;483272.24;368340.91;0;0;0;543307.25;0
780;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;CARTERA DE TARJETAS DE CRÉDITO CONSUMO;0;0;0;30504.32;614210.13;9410.04;0;0
781;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;SOBREGIROS  CRÉDITOS CONSUMO;0;0;0;62.62;235.36;21.97;0;0
782;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES FACTORING;0;0;0;0;0;0;0;0
783;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA COMERCIAL;0;0;0;0;0;0;0;0
784;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE CONSUMO;0;0;0;0;0;0;0;0
785;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE DESCUENTO DE CARTERA DE MICROCRÉDITO;0;0;0;0;0;0;0;0
786;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA CONSUMO;0;0;0;0;0;21.97;0;0
787;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0;0;0;0;0;0;0;0
788;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA COMERCIAL;0;78.59;0;0;0;19992.1;0;0
789;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OPERACIONES DE REDESCUENTO DE CARTERA DE MICROCRÉDITO;0;14249.75;0;0;0;0;0;0
790;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE CONSUMO;0;24.18;39.24;3080.55;22579.1;1556.67;501.85;18.59
791;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0;0.67;0;264.02;0;0;0;0
792;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA COMERCIAL;0;232.96;491.12;1197.78;0;1120.52;351.76;0
793;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;MORATORIOS CARTERA DE MICROCRÉDITO;0;6574.07;4985.96;0;0;0;7363.26;0
794;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS CARTERA;OTROS;0;0;-0.01;0.01;17.8;-0.01;0.01;0
795;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS FINANCIEROS OPERACIONES DEL MERCADO    MONETARIO Y OTROS INTERESES;0;0;2642.26;17319.47;4229.88;2009.36;7861.73;11660.67;573.08
796;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;OTROS INTERESES BANCO REPÚBLICA;0;0;0;0;0;0;0;0;0
797;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA;0;0;2630.44;2762.25;29133.76;32795.71;29636.28;29221.29;812.92
798;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO;0;0;66.43;496.81;359.77;0;314.8;3708.89;0
799;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR FINANCIACIÓN DE VALORES;0;0;0;0;0;0;0;0;0
800;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;REAJUSTE DE LA UNIDAD DE VALOR REAL   UVR;0;0;0;0;5607.5;0;0;0;0
801;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN A COSTO AMORTIZADO DE INVERSIONES;0;0;0;2194.83;10776.58;17737.7;4422.39;1754.53;16.74
802;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;COMISIONES Y/O HONORARIOS;0;0;102085.79;74172.97;88687.26;428671.82;44207.68;102191.83;756.06
803;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VALORACIÓN DE POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO,  SIMULTÁNEAS Y TRANSFERENCIA TEMPORAL DE VALORES;0;0;0;0;0;0;0;0;0
804;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE INVERSIONES;0;0;0;18.28;98.58;928.92;81.96;4.76;125.01
805;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE OPERACIONES DE CONTADO;0;0;0;85197.59;9.78;0;0;9.18;0
806;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE NEGOCIACIÓN;0;0;0;0;943.95;7890.06;0;0;0
807;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;0;113.49;0;714.29;0;0
808;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR VENTA DE PROPIEDADES Y EQUIPO;0;0;0;0;11.11;4.55;11.08;211.35;0
809;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;CAMBIOS;0;0;121.04;105511.86;0;30507.67;10631.76;0;400.03
810;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;VALORACIÓN DE DERIVADOS - DE COBERTURA;0;0;0;0;0;42348.48;19085.58;0;0
811;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVIDENDOS Y PARTICIPACIONES;0;0;0;0;469.38;0;158.92;0;0
812;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;ARRENDAMIENTOS;0;0;17.42;0;0;0;0;0;0
813;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0;0;0;0;6931.59;0;0;0;0
814;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;REVERSIÓN DE LA PÉRDIDA POR DETERIORO;0;0;222.09;0;67.15;0;0;0;0
815;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES RIESGO OPERATIVO;0;0;237.38;82.53;910.6;1138.85;0;63.52;0.19
816;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INDEMNIZACIONES;0;0;0;0;0;0;0;316.38;0
817;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;DIVERSOS;0;0;7001.9;23423.34;14394.7;1246.65;7454.64;1680.82;25869.98
818;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;0;0;0;0;0;0;47.12;0;0
819;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;CÁNONES DE ARRENDAMIENTO DE LEASING OPERATIVO;0;0;0;0;0;0;0;0
820;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;SANCIONES POR INCUMPLIMIENTO EN CONTRATOS DE LEASING  FINANCIERO;0;0;0;0;0;0.51;0;0
821;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -CONSUMO;0;0;0;0;0;12.98;0;0
822;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -COMERCIAL;0;0;0;0;0;33.62;0;0
823;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING FINANCIERO -MICROCRÉDITO;0;0;0;0;0;0;0;0
824;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;COMPONENTE FINANCIERO DE LEASING HABITACIONAL;0;0;0;0;0;0;0;0
825;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;INGRESOS OPERACIONALES LEASING;OTROS;0;0;0;0;0;0.01;0;0
826;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);0;0;150677.58;138049.52;141338.66;225580.22;72370.68;54697.68;0.3
827;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES CUENTAS POR COBRAR;0;30368.4;32240.77;16287.06;3575.09;4203.6;2894.93;0
828;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE CARTERA DE CREDITOS;0;88819.37;71967.44;73081.1;93116.14;38703.71;44298.06;0.16
829;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE OPERACIONES DE LEASING FINANCIERO;0;0;0;0;0;4.74;0;0
830;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES DE OPERACIONES DE LEASING OPERATIVO;0;0;0;0;0;0;0;0
831;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO;0;130.78;489.72;22335.66;62388.68;11418.51;2433.33;0.14
832;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE OPERACIONES DE LEASING OPERACIONAL DE CONSUMO;0;0;0;0;0;0;0;0
833;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0;978.64;1184.24;2412.34;0;3022.02;1920.62;0
834;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CARTERA DE OPERACIONES DE LEASING OPERACIONAL COMERCIAL;0;0;0;0;0;0;0;0
835;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);REINTEGRO PROVISIONES COMPONENTE INDIVIDUAL CONTRACÍCLICO DE CUENTAS POR COBRAR;0;64.5;943.43;797;1176.26;211.15;74.11;0
836;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;RECUPERACIONES DETERIORO (DETERIORO);RECUPERACIÓN CARTERA Y OPERACIONES DE LEASING CASTIGADAS;0;30315.89;31223.92;26425.5;65324.05;14806.95;3076.63;0
837;2022-12-31 00:00:00;INGRESOS DE OPERACIONES;OTROS;0;0;1038.11;115.47;173.01;10550.64;-0.01;0;2648.04
838;2022-12-31 00:00:00;GASTOS;0;0;0;804948.54;869150.66;800339.3;2085419.07;491946.04;874316.26;43725.28
839;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;0;0;727377.92;802636.68;761886.18;2049167.9;645950.57;727770.41;107552.89
840;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;INTERESES DEPÓSITOS Y EXIGIBILIDADES;0;44464.22;57371.15;177134.08;373416.94;126601.3;103767.56;368.34
841;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;DEPÓSITOS DE AHORRO ORDINARIO;0;2997.64;16645.63;44221.1;59988.29;31203.97;13084.38;368.34
842;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;DEPÓSITOS DE AHORRO DE VALOR CONSTANTE;0;0;0;0;0;0;0;0
843;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CERTIFICADOS DE AHORRO A TERMINO;0;41464.71;40695.41;130021.58;313353.48;94537.5;90683.04;0
844;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;OTROS INTERESES;0;1.87;30.11;2891.4;75.17;859.83;0.14;0
845;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;INTERESES CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS;0;60270.87;13038.91;9351.47;50281.65;36395.29;37761.15;53.07
846;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;FINANCIEROS POR OPERACIONES DEL MERCADO     MONETARIO Y OTROS INTERESES;0;12796.64;34967.54;51488.86;17910.48;17651.02;24876.65;0.15
847;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN VENTA DE BIENES RECIBIDOS EN PAGO Y RESTITUIDOS;0;0;0;0;0;0;0;0
848;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACIÓN INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA.;0;1304.1;1487.38;15853.32;0;1644.12;26577.62;0.02
849;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN A COSTO AMORTIZADO DE INVERSIONES;0;0;453.37;43.73;0;0;0;0.72
850;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACIÓN DE INVERSIONES A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO.;0;33.02;101.35;89.64;0;0;65.72;0
851;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;REAJUSTE DE LA UNIDAD DE VALOR REAL   UVR;0;0;0;0;0;0;0;0
852;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SERVICIOS DE ADMINISTRACIÓN E INTERMEDIACIÓN;0;0;1583.78;68.87;0;0;957.03;0
853;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;COMISIONES;0;11850.64;10028.93;42473.87;90643.96;12311.76;10531.98;2179.82
854;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;BENEFICIOS A EMPLEADOS;0;198881.42;162123.29;88823.26;122709;74513.96;245555.15;35275.2
855;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SINIESTROS LIQUIDADOS;0;0;0;0;0;0;0;0
856;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN EN POSICIONES EN CORTO DE OPERACIONES REPO ABIERTO, SIMULTÁNEAS Y TRANSFERENCIA TEMPORAL DE VALORES;0;0;0;0;0;0;0;0
857;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VENTA DE PROPIEDADES Y EQUIPO;0;44.79;0;139.29;0;0;0;0
858;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR  VENTA DE INVERSIONES;0;0;10.81;76.79;1089.33;40.15;0;34.3
859;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0;0;0;313.32;0;0;0;0
860;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN VENTA DE CARTERA;0;0;0;0;0;0;0;0
861;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA EN LA VALORACION DE OPERACIONES DE CONTADO;0;0;87484.24;20.19;0;0;35.66;0
862;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;VALORACION DE DERIVADOS – DE NEGOCIACIÓN;0;0;0;962.19;17306.59;0;0;0
863;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;HONORARIOS;0;12608.92;15450.14;5352.86;29415.39;5975.21;9653.36;1544.73
864;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;PÉRDIDA POR SINIESTROS-RIESGO OPERATIVO;0;867.07;63.56;1529.58;7562.42;0;105;0
865;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CAMBIOS;0;151.86;91008.16;0;72301.66;33702.86;0;676.77
866;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR VALORACIÓN DE DERIVADOS – DE COBERTURA;0;0;0;0;0;2153.78;0;0
867;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;IMPUESTOS Y TASAS;0;14439.2;18361.3;28893.3;35837.78;14874.53;25658.71;9111.38
868;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0;0;0;0;0;0;0;0
869;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ARRENDAMIENTOS;0;1496.83;2456.84;1995.5;19193.64;6174.16;6667.67;60.32
870;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;CONTRIBUCIONES, AFILIACIONES Y TRANSFERENCIAS;0;706.16;994;12696.51;2481.97;895;813.25;139.35
871;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;SEGUROS;0;3842.67;4047.49;2456.69;15689.41;8439.67;4491.17;667.71
872;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;MANTENIMIENTO Y REPARACIONES;0;8245.57;11764.37;19920.27;93216.47;5511.28;2927.91;2811.91
873;2022-12-31 00:00:00;GASTOS;GASTOS DE OPERACIONES;ADECUACIÓN E INSTALACIÓN;0;3347.83;1912.18;484.55;1109.06;343.45;4287.72;0.3
874;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);0;0;260543.31;198611.58;179388.55;685019.28;210195.84;136875.06;6761.11
875;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);CARTERA DE CRÉDITOS;0;219608.82;151237;158238.76;637920.04;192922.07;130255.12;6469.72
876;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);OPERACIONES DE LEASING FINANCIERO;0;0;0;0;0;14;0;0
877;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);OPERACIONES DE LEASING OPERATIVO;0;0;0;0;0;0;0;0
878;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);CUENTAS POR COBRAR;0;38987.59;39471.07;20513.71;41608.17;16694.38;6585.4;291.39
879;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);BIENES RECIBIDOS EN PAGO Y RESTITUIDOS;0;0;0;636.08;0;565.39;34.54;0
880;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);DE INVERSIONES;0;0;0;0;0;0;0;0
881;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);POR DETERIORO EN EL VALOR DE LOS ACTIVOS PPE;0;0;62.23;0;60.07;0;0;0
882;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);PÉRDIDA POR DETERIORO DEL VALOR DE LOS ACTIVOS INTANGIBLES;0;0;0;0;0;0;0;0
883;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);POR DETERIORO EN EL VALOR DE OTROS ACTIVOS;0;1861.11;7841.28;0;0;0;0;0
884;2022-12-31 00:00:00;GASTOS;DETERIORO (DETERIORO);OTROS;0;85.79;0;0;5431;0;0;0
885;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;0;0;1817.32;2680.93;25746.52;105914.64;15696.18;6849.34;2876.43
886;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;CRÉDITOS Y OPERACIONES DE LEASING DE CONSUMO;0;83.96;1034.93;21687.14;104059.3;12915.85;3169.08;2838.73
887;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;OPERACIONES DE LEASING OPERACIONAL DE CONSUMO;0;0;0;0;0;0;0;0
888;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;CRÉDITOS Y OPERACIONES DE LEASING COMERCIALES;0;1673.12;1561.19;3185.58;0;2564.75;3567.84;0
889;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;OPERACIONES DE LEASING OPERACIONAL COMERCIAL;0;0;0;0;0;0;0;0
890;2022-12-31 00:00:00;GASTOS;COMPONENTE CONTRACÍCLICO DETERIORO (DETERIORO;CUENTAS POR COBRAR;0;60.24;84.81;873.8;1855.34;215.58;112.42;37.7
891;2022-12-31 00:00:00;GASTOS;MULTAS Y SANCIONES, LITIGIOS, INDEMNIZACIONES Y DEMANDAS-RIESGO OPERATIVO;0;0;283.3;341.26;108.6;191.74;681.24;124.4;1.44
892;2022-12-31 00:00:00;GASTOS;DEPRECIACIÓN DE LA PPE;0;0;5611.18;1421.86;1610.95;9805.97;2919.5;7737.13;2023.72
893;2022-12-31 00:00:00;GASTOS;VALORACIÓN DEL VEHICULO DE PROPÓSITO ESPECIAL;0;0;0;0;0;0;0;0;0
894;2022-12-31 00:00:00;GASTOS;AMORTIZACIÓN DE ACTIVOS INTANGIBLES;0;0;6749.77;4360.78;4474.19;27836.56;7760.27;5603.6;15185.97
895;2022-12-31 00:00:00;GASTOS;DIVERSOS;0;0;65515.92;68041.14;74771.77;269693.62;58666.7;52418.27;26007.71
896;2022-12-31 00:00:00;GASTOS;OTROS;0;0;11505.31;12470.34;15617.46;540.34;2803.3;13429.3;1772.42
897;2022-12-31 00:00:00;IMPUESTO DE RENTA Y COMPLEMENTARIOS;0;0;0;33538.72;27551.84;15523.48;15178.24;7044.65;57028.39;0.48
898;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;0;0;0;44031.9;38962.14;22929.64;21072.93;-161049.18;89517.46;-63828.09
899;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;MARGEN NETO DE INTERESES = IFI-GI;0;0;423318.62;331747.65;267926.1;844408.76;122207.88;514050.68;12674.45
900;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;INGRESOS DE INTERESES;0;0;540850.36;437013.52;505900.52;1286017.81;302855.49;680456.04;13096.01
901;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;GASTOS DE INTERESES;0;0;117531.74;105265.87;237974.42;441609.05;180647.61;166405.36;421.56
902;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;MARGEN FINANCIERO BRUTO-MFB = IFDI-GFDI;0;0;521902.7;433483.02;360315.86;1235744.9;188349.73;614453.97;40411.61
903;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;INGRESOS FINANCIEROS DIFERENTES DE INTERESES-IFDI.;0;0;111923.7;293893.39;151978.36;572677.68;115994.52;138571.3;30628.79
904;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;GASTOS FINANCIEROS DIFERENTES DE INTERESES-GFDI.;0;0;13339.62;192158.02;59588.6;181341.54;49852.67;38168.01;2891.63
905;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;MARGEN OPERACIONAL ANTES DE DEPR Y AMORT-MOADA =MFB-CA-DNR;0;0;102869.34;87628.65;64030.84;101377.35;-134391.41;179685.23;-44783.73
906;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;COSTOS ADMINISTRATIVOS(SIN DEPR Y AMORT)-CA.;0;0;309534.59;290597.42;233399.21;575643.77;169219.8;345805.54;75558.29
907;2022-12-31 00:00:00;GANANCIAS (EXCEDENTES) Y PÉRDIDAS;DETERIORO NETO DE RECUPERACION-DR.;0;0;109498.77;55256.95;62885.81;558723.78;153521.34;88963.2;9637.05
